workload,algo,num_points,purity,qps
KDD99_F,DBStream,1763424,0,136321
KDD99_F,DBStream,1812408,0,138970
KDD99_F,DBStream,1861392,0,140212
KDD99_F,DBStream,1910376,0,146142
KDD99_F,DBStream,1959360,0,148496
KDD99_F,DBStream,2008344,0,151319
KDD99_F,DBStream,2057328,0,156127
KDD99_F,DBStream,2106312,0,156720
KDD99_F,DBStream,2155296,0,159447
KDD99_F,DBStream,2204280,0,154798
KDD99_F,DBStream,2253264,0,166492
KDD99_F,DBStream,2302248,0,169706
KDD99_F,DBStream,2351232,0,171956
KDD99_F,DBStream,2400216,0,175357
KDD99_F,DBStream,2449200,0,169409
KDD99_F,DBStream,2498184,0,182422
KDD99_F,DBStream,2547168,0,174907
KDD99_F,DBStream,2596152,0,177681
KDD99_F,DBStream,2645136,0,190754
KDD99_F,DBStream,2694120,0,193206
KDD99_F,DBStream,2743104,0,196830
KDD99_F,DBStream,2792088,0,197805
KDD99_F,DBStream,2841072,0,202086
KDD99_F,DBStream,2890056,0,204442
KDD99_F,DBStream,2939040,0,206815
KDD99_F,DBStream,2988024,0,210748
KDD99_F,DBStream,3037008,0,212309
KDD99_F,DBStream,3085992,0,213971
KDD99_F,DBStream,3134976,0,212423
KDD99_F,DBStream,3183960,0,220754
KDD99_F,DBStream,3232944,0,221513
KDD99_F,DBStream,3281928,0,221387
KDD99_F,DBStream,3330912,0,225298
KDD99_F,DBStream,3379896,0,231610
KDD99_F,DBStream,3428880,0.93628,226202
KDD99_F,DBStream,3477864,0,220665
KDD99_F,DBStream,3526848,0,222716
KDD99_F,DBStream,3575832,0,224511
KDD99_F,DBStream,3624816,0,216032
KDD99_F,DBStream,3673800,0.824872,229535
KDD99_F,DBStream,3722784,0,228648
KDD99_F,DBStream,3771768,0,215031
KDD99_F,DBStream,3820752,0,218803
KDD99_F,DBStream,3869736,0,237803
KDD99_F,DBStream,3918720,0,233345
KDD99_F,DBStream,3967704,0.782327,234491
KDD99_F,DBStream,4016688,0.772818,236167
KDD99_F,DBStream,4065672,0.763512,229680
KDD99_F,DBStream,4114656,0.754422,243063
KDD99_F,DBStream,4163640,0.745547,221073
KDD99_F,DBStream,4212624,0.736878,241650
KDD99_F,DBStream,4261608,0.728408,246318
KDD99_F,DBStream,4310592,0.720131,245315
KDD99_F,DBStream,4359576,0.712039,250398
KDD99_F,DBStream,4408560,0.704128,251372
KDD99_F,DBStream,4457544,0.69639,233284
KDD99_F,DBStream,4506528,0.954032,248593
KDD99_F,DBStream,4555512,0.928008,243294
KDD99_F,DBStream,4604496,0.733221,242631
KDD99_F,DBStream,4653480,0.725503,236302
KDD99_F,DBStream,4702464,0.717946,241282
KDD99_F,DBStream,4751448,0.710544,225827
KDD99_F,DBStream,4800432,0.917749,240693
KDD99_F,DBStream,4849416,0,237779
KDD99_F,DBStream,4898431,0.724066,236574
KDD99_F,EDMStream,48984,0.999918,73139.6
KDD99_F,EDMStream,97968,0.996193,90831.1
KDD99_F,EDMStream,146952,0.962396,100808
KDD99_F,EDMStream,195936,0.993881,91697.8
KDD99_F,EDMStream,244920,0.977678,87981.2
KDD99_F,EDMStream,293904,0.937401,85015.2
KDD99_F,EDMStream,342888,0.937312,83276.9
KDD99_F,EDMStream,391872,0.950798,83912.1
KDD99_F,EDMStream,440856,0.861209,85482
KDD99_F,EDMStream,489840,0.775088,94372.9
KDD99_F,EDMStream,538824,0.935645,102947
KDD99_F,EDMStream,587808,0.668609,110951
KDD99_F,EDMStream,636792,0.617178,119092
KDD99_F,EDMStream,685776,0.734973,127518
KDD99_F,EDMStream,734760,0.98476,132197
KDD99_F,EDMStream,783744,0.961799,124031
KDD99_F,EDMStream,832728,0.932176,122417
KDD99_F,EDMStream,881712,0.883928,118668
KDD99_F,EDMStream,930696,0.756855,117521
KDD99_F,EDMStream,979680,0.574052,127144
KDD99_F,EDMStream,1028664,0.881406,129407
KDD99_F,EDMStream,1077648,0.771518,129177
KDD99_F,EDMStream,1126632,0.737787,133125
KDD99_F,EDMStream,1175616,0.516516,139091
KDD99_F,EDMStream,1224600,0.495856,144136
KDD99_F,EDMStream,1273584,0.660731,148889
KDD99_F,EDMStream,1322568,0.459241,119590
KDD99_F,EDMStream,1371552,0.95695,151789
KDD99_F,EDMStream,1420536,0.975979,144867
KDD99_F,EDMStream,1469520,0.484694,150290
KDD99_F,EDMStream,1518504,0.710854,153199
KDD99_F,EDMStream,1567488,0.713051,158614
KDD99_F,EDMStream,1616472,0.721773,162793
KDD99_F,EDMStream,1665456,0.729915,166757
KDD99_F,EDMStream,1714440,0.415452,171318
KDD99_F,EDMStream,1763424,0.403911,164078
KDD99_F,EDMStream,1812408,0.751645,171243
KDD99_F,EDMStream,1861392,0.758062,183583
KDD99_F,EDMStream,1910376,0.392558,176155
KDD99_F,EDMStream,1959360,0.407744,189901
KDD99_F,EDMStream,2008344,0.42219,191116
KDD99_F,EDMStream,2057328,0.435947,198568
KDD99_F,EDMStream,2106312,0.449065,202936
KDD99_F,EDMStream,2155296,0.461586,206856
KDD99_F,EDMStream,2204280,0.473551,190255
KDD99_F,EDMStream,2253264,0.484995,214022
KDD99_F,EDMStream,2302248,0.495953,217201
KDD99_F,EDMStream,2351232,0.506454,209892
KDD99_F,EDMStream,2400216,0.516526,224465
KDD99_F,EDMStream,2449200,0.526195,217678
KDD99_F,EDMStream,2498184,0.535486,231088
KDD99_F,EDMStream,2547168,0.544419,235913
KDD99_F,EDMStream,2596152,0.553015,239994
KDD99_F,EDMStream,2645136,0.561292,242934
KDD99_F,EDMStream,2694120,0.569269,247088
KDD99_F,EDMStream,2743104,0.57696,250437
KDD99_F,EDMStream,2792088,0.584382,254290
KDD99_F,EDMStream,2841072,0.591548,255371
KDD99_F,EDMStream,2890056,0.598471,259516
KDD99_F,EDMStream,2939040,0.605163,263346
KDD99_F,EDMStream,2988024,0.611636,259678
KDD99_F,EDMStream,3037008,0.6179,269540
KDD99_F,EDMStream,3085992,0.623965,263740
KDD99_F,EDMStream,3134976,0.62984,272967
KDD99_F,EDMStream,3183960,0.635535,284172
KDD99_F,EDMStream,3232944,0.641057,287890
KDD99_F,EDMStream,3281928,0.646415,287909
KDD99_F,EDMStream,3330912,0.651614,277951
KDD99_F,EDMStream,3379896,0.656663,280403
KDD99_F,EDMStream,3428880,0.98787,279484
KDD99_F,EDMStream,3477864,0.863511,268323
KDD99_F,EDMStream,3526848,0.633837,276931
KDD99_F,EDMStream,3575832,0.625154,270374
KDD99_F,EDMStream,3624816,0.616706,287197
KDD99_F,EDMStream,3673800,0.610439,267802
KDD99_F,EDMStream,3722784,0.811094,292688
KDD99_F,EDMStream,3771768,0.594849,286538
KDD99_F,EDMStream,3820752,0.790257,297778
KDD99_F,EDMStream,3869736,0.780355,299386
KDD99_F,EDMStream,3918720,0.854532,267009
KDD99_F,EDMStream,3967704,0.790998,309523
KDD99_F,EDMStream,4016688,0.793363,274582
KDD99_F,EDMStream,4065672,0.795715,293291
KDD99_F,EDMStream,4114656,0.767791,275962
KDD99_F,EDMStream,4163640,0.594859,298389
KDD99_F,EDMStream,4212624,0.59957,322389
KDD99_F,EDMStream,4261608,0.604172,301099
KDD99_F,EDMStream,4310592,0.60867,316522
KDD99_F,EDMStream,4359576,0.613067,301673
KDD99_F,EDMStream,4408560,0.617366,314850
KDD99_F,EDMStream,4457544,0.621571,325100
KDD99_F,EDMStream,4506528,0.858195,328222
KDD99_F,EDMStream,4555512,0.964799,301611
KDD99_F,EDMStream,4604496,0.601881,323770
KDD99_F,EDMStream,4653480,0.595545,321765
KDD99_F,EDMStream,4702464,0.775986,326512
KDD99_F,EDMStream,4751448,0.767876,328797
KDD99_F,EDMStream,4800432,0.951086,292908
KDD99_F,EDMStream,4849416,0.57523,285749
KDD99_F,EDMStream,4898431,0.957839,303426
KDD99_F,DStream,48984,0.999918,87631.8
KDD99_F,DStream,97968,0,112870
KDD99_F,DStream,146952,0.991732,126614
KDD99_F,DStream,195936,0.958196,113107
KDD99_F,DStream,244920,0.990144,109191
KDD99_F,DStream,293904,0.986468,108076
KDD99_F,DStream,342888,0.888541,106353
KDD99_F,DStream,391872,0.974407,106024
KDD99_F,DStream,440856,0,111371
KDD99_F,DStream,489840,0,118085
KDD99_F,DStream,538824,0,127094
KDD99_F,DStream,587808,0.668609,142035
KDD99_F,DStream,636792,0,152053
KDD99_F,DStream,685776,0.573094,160740
KDD99_F,DStream,734760,0.915743,162120
KDD99_F,DStream,783744,0.789677,164702
KDD99_F,DStream,832728,0.932822,158761
KDD99_F,DStream,881712,0.924611,152114
KDD99_F,DStream,930696,0,158505
KDD99_F,DStream,979680,0,163996
KDD99_F,DStream,1028664,0.933256,165947
KDD99_F,DStream,1077648,0,164711
KDD99_F,DStream,1126632,0,172754
KDD99_F,DStream,1175616,0,171347
KDD99_F,DStream,1224600,0,185289
KDD99_F,DStream,1273584,0,191830
KDD99_F,DStream,1322568,0,188972
KDD99_F,DStream,1371552,0.934923,184433
KDD99_F,DStream,1420536,0,193818
KDD99_F,DStream,1469520,0,196802
KDD99_F,DStream,1518504,0,203549
KDD99_F,DStream,1567488,0,207219
KDD99_F,DStream,1616472,0,199935
KDD99_F,DStream,1665456,0,139133
KDD99_F,DStream,1714440,0,206678
KDD99_F,DStream,1763424,0,226160
KDD99_F,DStream,1812408,0,219252
KDD99_F,DStream,1861392,0,239593
KDD99_F,DStream,1910376,0,235825
KDD99_F,DStream,1959360,0,245217
KDD99_F,DStream,2008344,0,252047
KDD99_F,DStream,2057328,0,257490
KDD99_F,DStream,2106312,0,262568
KDD99_F,DStream,2155296,0,269528
KDD99_F,DStream,2204280,0,273080
KDD99_F,DStream,2253264,0,245738
KDD99_F,DStream,2302248,0,280561
KDD99_F,DStream,2351232,0,276491
KDD99_F,DStream,2400216,0,249705
KDD99_F,DStream,2449200,0,274590
KDD99_F,DStream,2498184,0,281643
KDD99_F,DStream,2547168,0,283801
KDD99_F,DStream,2596152,0,295639
KDD99_F,DStream,2645136,0,278380
KDD99_F,DStream,2694120,0,282017
KDD99_F,DStream,2743104,0,307452
KDD99_F,DStream,2792088,0,279765
KDD99_F,DStream,2841072,0,307536
KDD99_F,DStream,2890056,0,320171
KDD99_F,DStream,2939040,0,315004
KDD99_F,DStream,2988024,0,328235
KDD99_F,DStream,3037008,0,323902
KDD99_F,DStream,3085992,0,336000
KDD99_F,DStream,3134976,0,325791
KDD99_F,DStream,3183960,0,340571
KDD99_F,DStream,3232944,0,338864
KDD99_F,DStream,3281928,0,353050
KDD99_F,DStream,3330912,0,319057
KDD99_F,DStream,3379896,0,321557
KDD99_F,DStream,3428880,0.849733,346135
KDD99_F,DStream,3477864,0.642764,276375
KDD99_F,DStream,3526848,0.633837,355258
KDD99_F,DStream,3575832,0.625154,320972
KDD99_F,DStream,3624816,0.616706,324608
KDD99_F,DStream,3673800,0,356531
KDD99_F,DStream,3722784,0,324838
KDD99_F,DStream,3771768,0,374365
KDD99_F,DStream,3820752,0,366018
KDD99_F,DStream,3869736,0.57979,375717
KDD99_F,DStream,3918720,0,351031
KDD99_F,DStream,3967704,0,368257
KDD99_F,DStream,4016688,0,342757
KDD99_F,DStream,4065672,0,374786
KDD99_F,DStream,4114656,0,393535
KDD99_F,DStream,4163640,0,372416
KDD99_F,DStream,4212624,0.59957,372246
KDD99_F,DStream,4261608,0,368942
KDD99_F,DStream,4310592,0,381280
KDD99_F,DStream,4359576,0,405374
KDD99_F,DStream,4408560,0,414944
KDD99_F,DStream,4457544,0,411752
KDD99_F,DStream,4506528,0.633623,342543
KDD99_F,DStream,4555512,0.960609,406134
KDD99_F,DStream,4604496,0,402004
KDD99_F,DStream,4653480,0.595547,398063
KDD99_F,DStream,4702464,0.589341,396054
KDD99_F,DStream,4751448,0,408117
KDD99_F,DStream,4800432,0.737062,396261
KDD99_F,DStream,4849416,0,407277
KDD99_F,DStream,4898431,0.960606,367933
KDD99_F,SLKMeans,48984,0.999918,14615.8
KDD99_F,SLKMeans,97968,0.795035,9231
KDD99_F,SLKMeans,146952,0.748469,7391.91
KDD99_F,SLKMeans,195936,0.810739,8681.31
KDD99_F,SLKMeans,244920,0.847689,9602.06
KDD99_F,SLKMeans,293904,0.86993,10269.9
KDD99_F,SLKMeans,342888,0.888509,10771.6
KDD99_F,SLKMeans,391872,0.902445,11349.1
KDD99_F,SLKMeans,440856,0.861209,9903.69
KDD99_F,SLKMeans,489840,0.775088,6203.74
KDD99_F,SLKMeans,538824,0.729392,5604.5
KDD99_F,SLKMeans,587808,0.88795,3725.69
KDD99_F,SLKMeans,636792,0.853693,2776.02
KDD99_F,SLKMeans,685776,0.841921,2199.42
KDD99_F,SLKMeans,734760,0.637312,1983.69
KDD99_F,SLKMeans,783744,0.580294,2037.17
KDD99_F,SLKMeans,832728,0.603192,2154.6
KDD99_F,SLKMeans,881712,0.623512,2279.57
KDD99_F,SLKMeans,930696,0.760505,2334.95
KDD99_F,SLKMeans,979680,0.76914,2236.59
KDD99_F,SLKMeans,1028664,0.559843,2117.23
KDD99_F,SLKMeans,1077648,0.874756,2200.1
KDD99_F,SLKMeans,1126632,0.826481,2109.49
KDD99_F,SLKMeans,1175616,0.759346,1979.82
KDD99_F,SLKMeans,1224600,0.684642,1875.72
KDD99_F,SLKMeans,1273584,0.660778,1796.43
KDD99_F,SLKMeans,1322568,0.672781,1808.23
KDD99_F,SLKMeans,1371552,0.665802,1828.66
KDD99_F,SLKMeans,1420536,0.692418,1883.4
KDD99_F,SLKMeans,1469520,0.690762,1953.38
KDD99_F,SLKMeans,1518504,0.70363,1970.67
KDD99_F,SLKMeans,1567488,0.712837,1919.07
KDD99_F,SLKMeans,1616472,0.721514,1837.72
KDD99_F,SLKMeans,1665456,0.729681,1833.93
KDD99_F,SLKMeans,1714440,0.737384,1851.06
KDD99_F,SLKMeans,1763424,0.744679,1812.71
KDD99_F,SLKMeans,1812408,0.751558,1779.72
KDD99_F,SLKMeans,1861392,0.757976,1773.17
KDD99_F,SLKMeans,1910376,0.763927,1698.96
KDD99_F,SLKMeans,1959360,0.769828,1718.23
KDD99_F,SLKMeans,2008344,0.775445,1617.61
KDD99_F,SLKMeans,2057328,0.780792,1595.93
KDD99_F,SLKMeans,2106312,0.78589,1560.45
KDD99_F,SLKMeans,2155296,0.790756,1519.68
KDD99_F,SLKMeans,2204280,0.795406,1469.6
KDD99_F,SLKMeans,2253264,0.799853,1462.5
KDD99_F,SLKMeans,2302248,0.804112,1426.79
KDD99_F,SLKMeans,2351232,0.808193,1396.92
KDD99_F,SLKMeans,2400216,0.812107,1369.2
KDD99_F,SLKMeans,2449200,0.815865,1325.32
KDD99_F,SLKMeans,2498184,0.819476,1329.09
KDD99_F,SLKMeans,2547168,0.822947,1284.15
KDD99_F,SLKMeans,2596152,0.826288,1277.17
KDD99_F,SLKMeans,2645136,0.829505,1246.88
KDD99_F,SLKMeans,2694120,0.832605,1243.66
KDD99_F,SLKMeans,2743104,0.835594,1244.24
KDD99_F,SLKMeans,2792088,0.838478,1208.84
KDD99_F,SLKMeans,2841072,0.841263,1192.29
KDD99_F,SLKMeans,2890056,0.843954,1184.29
KDD99_F,SLKMeans,2939040,0.846554,1170.19
KDD99_F,SLKMeans,2988024,0.84907,1122.93
KDD99_F,SLKMeans,3037008,0.851504,1119.61
KDD99_F,SLKMeans,3085992,0.853861,1119.69
KDD99_F,SLKMeans,3134976,0.856145,1104.75
KDD99_F,SLKMeans,3183960,0.858358,1097.7
KDD99_F,SLKMeans,3232944,0.860504,1085.37
KDD99_F,SLKMeans,3281928,0.862586,1039.58
KDD99_F,SLKMeans,3330912,0.858047,1081.86
KDD99_F,SLKMeans,3379896,0.860055,1082.09
KDD99_F,SLKMeans,3428880,0.783643,1096.21
KDD99_F,SLKMeans,3477864,0.904187,1101.87
KDD99_F,SLKMeans,3526848,0.91918,1090.32
KDD99_F,SLKMeans,3575832,0.896983,1095.25
KDD99_F,SLKMeans,3624816,0.869109,1087.63
KDD99_F,SLKMeans,3673800,0.822699,1083.9
KDD99_F,SLKMeans,3722784,0.852371,1084.52
KDD99_F,SLKMeans,3771768,0.594849,1069.12
KDD99_F,SLKMeans,3820752,0.828297,1093.96
KDD99_F,SLKMeans,3869736,0.956488,1068.14
KDD99_F,SLKMeans,3918720,0.815472,1070.4
KDD99_F,SLKMeans,3967704,0.791039,1018.35
KDD99_F,SLKMeans,4016688,0.793415,1030.24
KDD99_F,SLKMeans,4065672,0.795737,1026.15
KDD99_F,SLKMeans,4114656,0.762242,1039.81
KDD99_F,SLKMeans,4163640,0.757896,909.362
KDD99_F,SLKMeans,4212624,0.759242,1015.71
KDD99_F,SLKMeans,4261608,0.76198,1035.37
KDD99_F,SLKMeans,4310592,0.764644,1028.85
KDD99_F,SLKMeans,4359576,0.767249,1020.93
KDD99_F,SLKMeans,4408560,0.769824,1014.06
KDD99_F,SLKMeans,4457544,0.772327,1030.85
KDD99_F,SLKMeans,4506528,0.614965,1034.29
KDD99_F,SLKMeans,4555512,0.661044,1042.99
KDD99_F,SLKMeans,4604496,0.798472,1048.57
KDD99_F,SLKMeans,4653480,0.834267,1033.62
KDD99_F,SLKMeans,4702464,0.589341,1044.45
KDD99_F,SLKMeans,4751448,0.810974,1038.17
KDD99_F,SLKMeans,4800432,0.590007,1039.68
KDD99_F,SLKMeans,4849416,0.795729,1061.21
KDD99_F,SLKMeans,4898431,0.645238,1066.33
KDD99_F,G3,48984,0.999918,264731
KDD99_F,G3,97968,0.995264,268560
KDD99_F,G3,146952,0.970364,295240
KDD99_F,G3,195936,0.962059,293853
KDD99_F,G3,244920,0.962486,271049
KDD99_F,G3,293904,0.961821,264311
KDD99_F,G3,342888,0.97214,263663
KDD99_F,G3,391872,0.976214,263820
KDD99_F,G3,440856,0.990001,268100
KDD99_F,G3,489840,0.990134,283586
KDD99_F,G3,538824,0.939878,294294
KDD99_F,G3,587808,0.983166,305717
KDD99_F,G3,636792,0.981006,309582
KDD99_F,G3,685776,0.985587,346645
KDD99_F,G3,734760,0.985768,347061
KDD99_F,G3,783744,0.985738,343658
KDD99_F,G3,832728,0.984737,344101
KDD99_F,G3,881712,0.983808,332568
KDD99_F,G3,930696,0.978064,334052
KDD99_F,G3,979680,0.979063,347909
KDD99_F,G3,1028664,0.97998,358990
KDD99_F,G3,1077648,0.980688,344188
KDD99_F,G3,1126632,0.981542,352727
KDD99_F,G3,1175616,0.978934,358864
KDD99_F,G3,1224600,0.98261,359209
KDD99_F,G3,1273584,0.983269,363350
KDD99_F,G3,1322568,0.983719,377730
KDD99_F,G3,1371552,0.984668,379783
KDD99_F,G3,1420536,0.976888,390595
KDD99_F,G3,1469520,0.974176,374859
KDD99_F,G3,1518504,0.974964,376719
KDD99_F,G3,1567488,0.97571,383524
KDD99_F,G3,1616472,0.976446,403888
KDD99_F,G3,1665456,0.977138,396936
KDD99_F,G3,1714440,0.977792,414996
KDD99_F,G3,1763424,0.978408,404207
KDD99_F,G3,1812408,0.978992,410842
KDD99_F,G3,1861392,0.979545,412285
KDD99_F,G3,1910376,0.980025,418717
KDD99_F,G3,1959360,0.980524,426597
KDD99_F,G3,2008344,0.980999,425926
KDD99_F,G3,2057328,0.981452,432759
KDD99_F,G3,2106312,0.981883,436023
KDD99_F,G3,2155296,0.982295,440262
KDD99_F,G3,2204280,0.982688,441802
KDD99_F,G3,2253264,0.983065,451312
KDD99_F,G3,2302248,0.983425,451606
KDD99_F,G3,2351232,0.98377,450584
KDD99_F,G3,2400216,0.984101,455003
KDD99_F,G3,2449200,0.984419,469331
KDD99_F,G3,2498184,0.984725,450214
KDD99_F,G3,2547168,0.985019,464577
KDD99_F,G3,2596152,0.985301,480334
KDD99_F,G3,2645136,0.985574,476553
KDD99_F,G3,2694120,0.985836,472876
KDD99_F,G3,2743104,0.986089,492462
KDD99_F,G3,2792088,0.986333,499962
KDD99_F,G3,2841072,0.986568,497405
KDD99_F,G3,2890056,0.986796,496231
KDD99_F,G3,2939040,0.987016,488733
KDD99_F,G3,2988024,0.987229,487757
KDD99_F,G3,3037008,0.987435,493340
KDD99_F,G3,3085992,0.987634,497418
KDD99_F,G3,3134976,0.987828,496440
KDD99_F,G3,3183960,0.988015,502710
KDD99_F,G3,3232944,0.988197,457093
KDD99_F,G3,3281928,0.988373,503945
KDD99_F,G3,3330912,0.988544,518962
KDD99_F,G3,3379896,0.98871,521893
KDD99_F,G3,3428880,0.988258,499585
KDD99_F,G3,3477864,0.987808,523430
KDD99_F,G3,3526848,0.988033,506055
KDD99_F,G3,3575832,0.986445,501977
KDD99_F,G3,3624816,0.988326,529322
KDD99_F,G3,3673800,0.988038,518738
KDD99_F,G3,3722784,0.98804,511122
KDD99_F,G3,3771768,0.988195,520640
KDD99_F,G3,3820752,0.988529,505763
KDD99_F,G3,3869736,0.987541,500821
KDD99_F,G3,3918720,0.987738,507962
KDD99_F,G3,3967704,0.987907,516161
KDD99_F,G3,4016688,0.988036,518935
KDD99_F,G3,4065672,0.98818,427642
KDD99_F,G3,4114656,0.988321,512926
KDD99_F,G3,4163640,0.988458,516540
KDD99_F,G3,4212624,0.988593,531043
KDD99_F,G3,4261608,0.988724,528162
KDD99_F,G3,4310592,0.988852,530427
KDD99_F,G3,4359576,0.988977,520464
KDD99_F,G3,4408560,0.9891,528082
KDD99_F,G3,4457544,0.989219,531021
KDD99_F,G3,4506528,0.989134,529809
KDD99_F,G3,4555512,0.988683,538049
KDD99_F,G3,4604496,0.988764,516102
KDD99_F,G3,4653480,0.988241,516680
KDD99_F,G3,4702464,0.988998,513607
KDD99_F,G3,4751448,0.989112,520884
KDD99_F,G3,4800432,0.989165,436475
KDD99_F,G3,4849416,0.989001,469561
KDD99_F,G3,4898431,0.989074,469891
